id,gen,name,hp,atk,def,spa,spd,spe,weight,height,isNonstandard,dex_number,alias
1325,dp,Seel,65,45,55,45,70,45,90.0,1.1,Standard,86,seel
1326,dp,Dewgong,90,70,80,70,95,70,120.0,1.7,Standard,87,dewgong
1327,dp,Grimer,80,80,50,40,50,25,30.0,0.9,Standard,88,grimer
1328,dp,Muk,105,105,75,65,100,50,30.0,1.2,Standard,89,muk
1329,dp,Blastoise,79,83,100,85,105,78,85.5,1.6,Standard,9,blastoise
1330,dp,Shellder,30,65,100,45,25,40,4.0,0.3,Standard,90,shellder
1331,dp,Cloyster,50,95,180,85,45,70,132.5,1.5,Standard,91,cloyster
1332,dp,Gastly,30,35,30,100,35,80,0.1,1.3,Standard,92,gastly
1333,dp,Haunter,45,50,45,115,55,95,0.1,1.6,Standard,93,haunter
1334,dp,Gengar,60,65,60,130,75,110,40.5,1.5,Standard,94,gengar
1335,dp,Onix,35,45,160,30,45,70,210.0,8.8,Standard,95,onix
1336,dp,Drowzee,60,48,45,43,90,42,32.4,1.0,Standard,96,drowzee
1337,dp,Hypno,85,73,70,73,115,67,75.6,1.6,Standard,97,hypno
1338,dp,Krabby,30,105,90,25,25,50,6.5,0.4,Standard,98,krabby
1339,dp,Kingler,55,130,115,50,50,75,60.0,1.3,Standard,99,kingler
1340,dp,Castform-Sunny,70,70,70,70,70,70,0.8,0.3,Standard,,castform-sunny
1341,dp,Castform-Snowy,70,70,70,70,70,70,0.8,0.3,Standard,,castform-snowy
1342,dp,Castform-Rainy,70,70,70,70,70,70,0.8,0.3,Standard,,castform-rainy
1343,dp,Cherrim-Sunshine,70,60,70,87,78,85,9.3,0.5,Standard,,cherrim-sunshine
1344,bw,Syclar,40,76,45,74,39,91,4.0,0.2,CAP,-1,syclar
1345,bw,Tactite,70,40,65,100,65,95,16.0,0.6,CAP,-10,tactite
1346,bw,Stratagem,90,60,65,120,70,130,45.0,0.9,CAP,-11,stratagem
1347,bw,Privatyke,65,75,65,40,60,45,35.0,1.0,CAP,-12,privatyke
1348,bw,Arghonaut,105,110,95,70,100,75,151.0,1.7,CAP,-13,arghonaut
1349,bw,Kitsunoh,80,103,85,55,80,110,51.0,1.1,CAP,-14,kitsunoh
1350,bw,Cyclohm,108,60,118,112,70,80,59.0,1.6,CAP,-15,cyclohm
1351,bw,Colossoil,133,122,72,71,72,95,683.6,2.6,CAP,-16,colossoil
1352,bw,Krilowatt,151,84,73,83,74,105,10.6,0.7,CAP,-17,krilowatt
1353,bw,Voodoll,55,40,55,75,50,70,25.0,1.0,CAP,-18,voodoll
1354,bw,Voodoom,90,85,80,105,80,110,75.5,2.0,CAP,-19,voodoom
1355,bw,Syclant,70,116,70,114,64,121,52.0,1.7,CAP,-2,syclant
1356,bw,Scratchet,55,85,80,20,70,40,20.0,0.5,CAP,-20,scratchet
1357,bw,Tomohawk,105,60,90,115,80,85,37.2,1.27,CAP,-21,tomohawk
1358,bw,Necturine,49,55,60,50,75,51,1.8,0.3,CAP,-22,necturine
1359,bw,Necturna,64,120,100,85,120,81,49.6,1.65,CAP,-23,necturna
1360,bw,Mollux,95,45,83,131,105,76,41.0,1.2,CAP,-24,mollux
1361,bw,Cupra,50,60,49,67,30,44,4.8,0.5,CAP,-25,cupra
1362,bw,Argalis,60,90,89,87,40,54,341.4,1.3,CAP,-26,argalis
1363,bw,Aurumoth,110,120,99,117,60,94,193.0,2.1,CAP,-27,aurumoth
1364,bw,Brattler,80,70,40,20,90,30,11.5,1.8,CAP,-28,brattler
1365,bw,Malaconda,115,100,60,40,130,55,108.8,5.5,CAP,-29,malaconda
1366,bw,Revenankh,90,105,90,65,110,65,44.0,1.8,CAP,-3,revenankh
1367,bw,Cawdet,35,72,85,40,55,88,25.0,0.76,CAP,-30,cawdet
1368,bw,Cawmodore,50,92,130,65,75,118,37.0,1.7,CAP,-31,cawmodore
1369,bw,Embirch,60,40,55,65,40,60,15.0,0.6,CAP,-4,embirch
1370,bw,Flarelm,90,50,95,75,70,40,73.0,1.4,CAP,-5,flarelm
1371,bw,Pokestar Smeargle,55,20,35,20,45,75,61.0,1.5,Standard,-5000,pokestar-smeargle
1372,bw,Pokestar UFO,100,100,100,100,100,100,61.0,1.5,Standard,-5001,pokestar-ufo
1373,bw,Pokestar UFO-2,100,100,100,100,100,100,61.0,1.5,Standard,-5001,pokestar-ufo-2
1374,bw,Pokestar UFO-PropU2,100,100,100,100,100,100,61.0,1.5,Standard,-5001,pokestar-ufo-propu2
1375,bw,Pokestar Brycen-Man,100,100,100,100,100,100,61.0,1.5,Standard,-5002,pokestar-brycen-man
1376,bw,Pokestar MT,100,100,100,100,100,100,61.0,1.5,Standard,-5003,pokestar-mt
1377,bw,Pokestar MT2,100,100,100,100,100,100,61.0,1.5,Standard,-5004,pokestar-mt2
1378,bw,Pokestar Transport,100,100,100,100,100,100,61.0,1.5,Standard,-5005,pokestar-transport
1379,bw,Pokestar Giant,100,100,100,100,100,100,61.0,1.5,Standard,-5006,pokestar-giant
1380,bw,Pokestar Humanoid,100,100,100,100,100,100,61.0,1.5,Standard,-5007,pokestar-humanoid
1381,bw,Pokestar Monster,100,100,100,100,100,100,61.0,1.5,Standard,-5008,pokestar-monster
1382,bw,Pokestar F-00,100,100,100,100,100,100,61.0,1.5,Standard,-5009,pokestar-f-00
1383,bw,Pokestar F-002,100,100,100,100,100,100,61.0,1.5,Standard,-5010,pokestar-f-002
1384,bw,Pokestar Spirit,100,100,100,100,100,100,61.0,1.5,Standard,-5011,pokestar-spirit
1385,bw,Pokestar Black Door,100,100,100,100,100,100,61.0,1.5,Standard,-5012,pokestar-black-door
1386,bw,Pokestar White Door,100,100,100,100,100,100,61.0,1.5,Standard,-5013,pokestar-white-door
1387,bw,Pokestar Black Belt,100,100,100,100,100,100,61.0,1.5,Standard,-5014,pokestar-black-belt
1388,bw,Pyroak,120,70,105,95,90,60,168.0,2.1,CAP,-6,pyroak
1389,bw,Nohface,50,73,50,30,50,80,5.9,0.5,CAP,-61,nohface
1390,bw,Monohm,53,40,58,67,55,55,4.1,0.6,CAP,-62,monohm
1391,bw,Duohm,88,40,103,77,60,60,19.2,1.1,CAP,-63,duohm
1392,bw,Dorsoil,103,72,52,61,52,65,145.0,1.3,CAP,-64,dorsoil
1393,bw,Protowatt,51,44,33,43,34,65,0.1,0.1,CAP,-65,protowatt
1394,bw,Breezi,50,46,69,60,50,75,0.6,0.4,CAP,-7,breezi
1395,bw,Fidgit,95,76,109,90,80,105,53.0,0.9,CAP,-8,fidgit
1396,bw,Rebble,45,25,65,75,55,80,7.0,0.3,CAP,-9,rebble
1397,bw,Bulbasaur,45,49,49,65,65,45,6.9,0.7,Standard,1,bulbasaur
1398,bw,Caterpie,45,30,35,20,20,45,2.9,0.3,Standard,10,caterpie
1399,bw,Voltorb,40,30,50,55,55,100,10.4,0.5,Standard,100,voltorb
1400,bw,Electrode,60,50,70,80,80,140,66.6,1.2,Standard,101,electrode
1401,bw,Exeggcute,60,40,80,60,45,40,2.5,0.4,Standard,102,exeggcute
1402,bw,Exeggutor,95,95,85,125,65,55,120.0,2.0,Standard,103,exeggutor
1403,bw,Cubone,50,50,95,40,50,35,6.5,0.4,Standard,104,cubone
1404,bw,Marowak,60,80,110,50,80,45,45.0,1.0,Standard,105,marowak
1405,bw,Hitmonlee,50,120,53,35,110,87,49.8,1.5,Standard,106,hitmonlee
1406,bw,Hitmonchan,50,105,79,35,110,76,50.2,1.4,Standard,107,hitmonchan
1407,bw,Lickitung,90,55,75,60,75,30,65.5,1.2,Standard,108,lickitung
1408,bw,Koffing,40,65,95,60,45,35,1.0,0.6,Standard,109,koffing
1409,bw,Metapod,50,20,55,25,25,30,9.9,0.7,Standard,11,metapod
1410,bw,Weezing,65,90,120,85,70,60,9.5,1.2,Standard,110,weezing
1411,bw,Rhyhorn,80,85,95,30,30,25,115.0,1.0,Standard,111,rhyhorn
1412,bw,Rhydon,105,130,120,45,45,40,120.0,1.9,Standard,112,rhydon
1413,bw,Chansey,250,5,5,35,105,50,34.6,1.1,Standard,113,chansey
1414,bw,Tangela,65,55,115,100,40,60,35.0,1.0,Standard,114,tangela
1415,bw,Kangaskhan,105,95,80,40,80,90,80.0,2.2,Standard,115,kangaskhan
1416,bw,Horsea,30,40,70,70,25,60,8.0,0.4,Standard,116,horsea
1417,bw,Seadra,55,65,95,95,45,85,25.0,1.2,Standard,117,seadra
1418,bw,Goldeen,45,67,60,35,50,63,15.0,0.6,Standard,118,goldeen
1419,bw,Seaking,80,92,65,65,80,68,39.0,1.3,Standard,119,seaking
1420,bw,Butterfree,60,45,50,80,80,70,32.0,1.1,Standard,12,butterfree
1421,bw,Staryu,30,45,55,70,55,85,34.5,0.8,Standard,120,staryu
1422,bw,Starmie,60,75,85,100,85,115,80.0,1.1,Standard,121,starmie
1423,bw,Mr. Mime,40,45,65,100,120,90,54.5,1.3,Standard,122,mr-mime
1424,bw,Scyther,70,110,80,55,80,105,56.0,1.5,Standard,123,scyther
1425,bw,Jynx,65,50,35,115,95,95,40.6,1.4,Standard,124,jynx
1426,bw,Electabuzz,65,83,57,95,85,105,30.0,1.1,Standard,125,electabuzz
1427,bw,Magmar,65,95,57,100,85,93,44.5,1.3,Standard,126,magmar
1428,bw,Pinsir,65,125,100,55,70,85,55.0,1.5,Standard,127,pinsir
1429,bw,Tauros,75,100,95,40,70,110,88.4,1.4,Standard,128,tauros
1430,bw,Magikarp,20,10,55,15,20,80,10.0,0.9,Standard,129,magikarp
1431,bw,Weedle,40,35,30,20,20,50,3.2,0.3,Standard,13,weedle
1432,bw,Gyarados,95,125,79,60,100,81,235.0,6.5,Standard,130,gyarados
1433,bw,Lapras,130,85,80,85,95,60,220.0,2.5,Standard,131,lapras
1434,bw,Ditto,48,48,48,48,48,48,4.0,0.3,Standard,132,ditto
1435,bw,Eevee,55,55,50,45,65,55,6.5,0.3,Standard,133,eevee
1436,bw,Vaporeon,130,65,60,110,95,65,29.0,1.0,Standard,134,vaporeon
1437,bw,Jolteon,65,65,60,110,95,130,24.5,0.8,Standard,135,jolteon
1438,bw,Flareon,65,130,60,95,110,65,25.0,0.9,Standard,136,flareon
1439,bw,Porygon,65,60,70,85,75,40,36.5,0.8,Standard,137,porygon
1440,bw,Omanyte,35,40,100,90,55,35,7.5,0.4,Standard,138,omanyte
1441,bw,Omastar,70,60,125,115,70,55,35.0,1.0,Standard,139,omastar
1442,bw,Kakuna,45,25,50,25,25,35,10.0,0.6,Standard,14,kakuna
1443,bw,Kabuto,30,80,90,55,45,55,11.5,0.5,Standard,140,kabuto
1444,bw,Kabutops,60,115,105,65,70,80,40.5,1.3,Standard,141,kabutops
1445,bw,Aerodactyl,80,105,65,60,75,130,59.0,1.8,Standard,142,aerodactyl
1446,bw,Snorlax,160,110,65,65,110,30,460.0,2.1,Standard,143,snorlax
1447,bw,Articuno,90,85,100,95,125,85,55.4,1.7,Standard,144,articuno
1448,bw,Zapdos,90,90,85,125,90,100,52.6,1.6,Standard,145,zapdos
1449,bw,Moltres,90,100,90,125,85,90,60.0,2.0,Standard,146,moltres
1450,bw,Dratini,41,64,45,50,50,50,3.3,1.8,Standard,147,dratini
1451,bw,Dragonair,61,84,65,70,70,70,16.5,4.0,Standard,148,dragonair
1452,bw,Dragonite,91,134,95,100,100,80,210.0,2.2,Standard,149,dragonite
1453,bw,Beedrill,65,80,40,45,80,75,29.5,1.0,Standard,15,beedrill
1454,bw,Mewtwo,106,110,90,154,90,130,122.0,2.0,Standard,150,mewtwo
1455,bw,Mew,100,100,100,100,100,100,4.0,0.4,Standard,151,mew
1456,bw,Chikorita,45,49,65,49,65,45,6.4,0.9,Standard,152,chikorita
1457,bw,Bayleef,60,62,80,63,80,60,15.8,1.2,Standard,153,bayleef
1458,bw,Meganium,80,82,100,83,100,80,100.5,1.8,Standard,154,meganium
1459,bw,Cyndaquil,39,52,43,60,50,65,7.9,0.5,Standard,155,cyndaquil
1460,bw,Quilava,58,64,58,80,65,80,19.0,0.9,Standard,156,quilava
1461,bw,Typhlosion,78,84,78,109,85,100,79.5,1.7,Standard,157,typhlosion
1462,bw,Totodile,50,65,64,44,48,43,9.5,0.6,Standard,158,totodile
1463,bw,Croconaw,65,80,80,59,63,58,25.0,1.1,Standard,159,croconaw
1464,bw,Pidgey,40,45,40,35,35,56,1.8,0.3,Standard,16,pidgey
1465,bw,Feraligatr,85,105,100,79,83,78,88.8,2.3,Standard,160,feraligatr
1466,bw,Sentret,35,46,34,35,45,20,6.0,0.8,Standard,161,sentret
1467,bw,Furret,85,76,64,45,55,90,32.5,1.8,Standard,162,furret
1468,bw,Hoothoot,60,30,30,36,56,50,21.2,0.7,Standard,163,hoothoot
1469,bw,Noctowl,100,50,50,76,96,70,40.8,1.6,Standard,164,noctowl
1470,bw,Ledyba,40,20,30,40,80,55,10.8,1.0,Standard,165,ledyba
1471,bw,Ledian,55,35,50,55,110,85,35.6,1.4,Standard,166,ledian
1472,bw,Spinarak,40,60,40,40,40,30,8.5,0.5,Standard,167,spinarak
1473,bw,Ariados,70,90,70,60,60,40,33.5,1.1,Standard,168,ariados
1474,bw,Crobat,85,90,80,70,80,130,75.0,1.8,Standard,169,crobat
1475,bw,Pidgeotto,63,60,55,50,50,71,30.0,1.1,Standard,17,pidgeotto
1476,bw,Chinchou,75,38,38,56,56,67,12.0,0.5,Standard,170,chinchou
1477,bw,Lanturn,125,58,58,76,76,67,22.5,1.2,Standard,171,lanturn
1478,bw,Pichu,20,40,15,35,35,60,2.0,0.3,Standard,172,pichu
1479,bw,Cleffa,50,25,28,45,55,15,3.0,0.3,Standard,173,cleffa
1480,bw,Igglybuff,90,30,15,40,20,15,1.0,0.3,Standard,174,igglybuff
1481,bw,Togepi,35,20,65,40,65,20,1.5,0.3,Standard,175,togepi
1482,bw,Togetic,55,40,85,80,105,40,3.2,0.6,Standard,176,togetic
1483,bw,Natu,40,50,45,70,45,70,2.0,0.2,Standard,177,natu
1484,bw,Xatu,65,75,70,95,70,95,15.0,1.5,Standard,178,xatu
1485,bw,Mareep,55,40,40,65,45,35,7.8,0.6,Standard,179,mareep
1486,bw,Pidgeot,83,80,75,70,70,91,39.5,1.5,Standard,18,pidgeot
1487,bw,Flaaffy,70,55,55,80,60,45,13.3,0.8,Standard,180,flaaffy
1488,bw,Ampharos,90,75,75,115,90,55,61.5,1.4,Standard,181,ampharos
1489,bw,Bellossom,75,80,85,90,100,50,5.8,0.4,Standard,182,bellossom
1490,bw,Marill,70,20,50,20,50,40,8.5,0.4,Standard,183,marill
1491,bw,Azumarill,100,50,80,50,80,50,28.5,0.8,Standard,184,azumarill
1492,bw,Sudowoodo,70,100,115,30,65,30,38.0,1.2,Standard,185,sudowoodo
1493,bw,Politoed,90,75,75,90,100,70,33.9,1.1,Standard,186,politoed
1494,bw,Hoppip,35,35,40,35,55,50,0.5,0.4,Standard,187,hoppip
1495,bw,Skiploom,55,45,50,45,65,80,1.0,0.6,Standard,188,skiploom
1496,bw,Jumpluff,75,55,70,55,85,110,3.0,0.8,Standard,189,jumpluff
1497,bw,Rattata,30,56,35,25,35,72,3.5,0.3,Standard,19,rattata
1498,bw,Aipom,55,70,55,40,55,85,11.5,0.8,Standard,190,aipom
1499,bw,Sunkern,30,30,30,30,30,30,1.8,0.3,Standard,191,sunkern
1500,bw,Sunflora,75,75,55,105,85,30,8.5,0.8,Standard,192,sunflora
1501,bw,Yanma,65,65,45,75,45,95,38.0,1.2,Standard,193,yanma
1502,bw,Wooper,55,45,45,25,25,15,8.5,0.4,Standard,194,wooper
1503,bw,Quagsire,95,85,85,65,65,35,75.0,1.4,Standard,195,quagsire
1504,bw,Espeon,65,65,60,130,95,110,26.5,0.9,Standard,196,espeon
1505,bw,Umbreon,95,65,110,60,130,65,27.0,1.0,Standard,197,umbreon
1506,bw,Murkrow,60,85,42,85,42,91,2.1,0.5,Standard,198,murkrow
1507,bw,Slowking,95,75,80,100,110,30,79.5,2.0,Standard,199,slowking
1508,bw,Ivysaur,60,62,63,80,80,60,13.0,1.0,Standard,2,ivysaur
1509,bw,Raticate,55,81,60,50,70,97,18.5,0.7,Standard,20,raticate
1510,bw,Misdreavus,60,60,60,85,85,85,1.0,0.7,Standard,200,misdreavus
1511,bw,Unown,48,72,48,72,48,48,5.0,0.5,Standard,201,unown
1512,bw,Wobbuffet,190,33,58,33,58,33,28.5,1.3,Standard,202,wobbuffet
1513,bw,Girafarig,70,80,65,90,65,85,41.5,1.5,Standard,203,girafarig
1514,bw,Pineco,50,65,90,35,35,15,7.2,0.6,Standard,204,pineco
1515,bw,Forretress,75,90,140,60,60,40,125.8,1.2,Standard,205,forretress
1516,bw,Dunsparce,100,70,70,65,65,45,14.0,1.5,Standard,206,dunsparce
1517,bw,Gligar,65,75,105,35,65,85,64.8,1.1,Standard,207,gligar
1518,bw,Steelix,75,85,200,55,65,30,400.0,9.2,Standard,208,steelix
1519,bw,Snubbull,60,80,50,40,40,30,7.8,0.6,Standard,209,snubbull
1520,bw,Spearow,40,60,30,31,31,70,2.0,0.3,Standard,21,spearow
1521,bw,Granbull,90,120,75,60,60,45,48.7,1.4,Standard,210,granbull
1522,bw,Qwilfish,65,95,75,55,55,85,3.9,0.5,Standard,211,qwilfish
1523,bw,Scizor,70,130,100,55,80,65,118.0,1.8,Standard,212,scizor
1524,bw,Shuckle,20,10,230,10,230,5,20.5,0.6,Standard,213,shuckle
1525,bw,Heracross,80,125,75,40,95,85,54.0,1.5,Standard,214,heracross
1526,bw,Sneasel,55,95,55,35,75,115,28.0,0.9,Standard,215,sneasel
1527,bw,Teddiursa,60,80,50,50,50,40,8.8,0.6,Standard,216,teddiursa
1528,bw,Ursaring,90,130,75,75,75,55,125.8,1.8,Standard,217,ursaring
1529,bw,Slugma,40,40,40,70,40,20,35.0,0.7,Standard,218,slugma
1530,bw,Magcargo,50,50,120,80,80,30,55.0,0.8,Standard,219,magcargo
1531,bw,Fearow,65,90,65,61,61,100,38.0,1.2,Standard,22,fearow
1532,bw,Swinub,50,50,40,30,30,50,6.5,0.4,Standard,220,swinub
1533,bw,Piloswine,100,100,80,60,60,50,55.8,1.1,Standard,221,piloswine
1534,bw,Corsola,55,55,85,65,85,35,5.0,0.6,Standard,222,corsola
1535,bw,Remoraid,35,65,35,65,35,65,12.0,0.6,Standard,223,remoraid
1536,bw,Octillery,75,105,75,105,75,45,28.5,0.9,Standard,224,octillery
1537,bw,Delibird,45,55,45,65,45,75,16.0,0.9,Standard,225,delibird
1538,bw,Mantine,65,40,70,80,140,70,220.0,2.1,Standard,226,mantine
1539,bw,Skarmory,65,80,140,40,70,70,50.5,1.7,Standard,227,skarmory
1540,bw,Houndour,45,60,30,80,50,65,10.8,0.6,Standard,228,houndour
1541,bw,Houndoom,75,90,50,110,80,95,35.0,1.4,Standard,229,houndoom
1542,bw,Ekans,35,60,44,40,54,55,6.9,2.0,Standard,23,ekans
1543,bw,Kingdra,75,95,95,95,95,85,152.0,1.8,Standard,230,kingdra
1544,bw,Phanpy,90,60,60,40,40,40,33.5,0.5,Standard,231,phanpy
1545,bw,Donphan,90,120,120,60,60,50,120.0,1.1,Standard,232,donphan
1546,bw,Porygon2,85,80,90,105,95,60,32.5,0.6,Standard,233,porygon2
1547,bw,Stantler,73,95,62,85,65,85,71.2,1.4,Standard,234,stantler
1548,bw,Smeargle,55,20,35,20,45,75,58.0,1.2,Standard,235,smeargle
1549,bw,Tyrogue,35,35,35,35,35,35,21.0,0.7,Standard,236,tyrogue
1550,bw,Hitmontop,50,95,95,35,110,70,48.0,1.4,Standard,237,hitmontop
1551,bw,Smoochum,45,30,15,85,65,65,6.0,0.4,Standard,238,smoochum
1552,bw,Elekid,45,63,37,65,55,95,23.5,0.6,Standard,239,elekid
1553,bw,Arbok,60,85,69,65,79,80,65.0,3.5,Standard,24,arbok
1554,bw,Magby,45,75,37,70,55,83,21.4,0.7,Standard,240,magby
1555,bw,Miltank,95,80,105,40,70,100,75.5,1.2,Standard,241,miltank
1556,bw,Blissey,255,10,10,75,135,55,46.8,1.5,Standard,242,blissey
1557,bw,Raikou,90,85,75,115,100,115,178.0,1.9,Standard,243,raikou
1558,bw,Entei,115,115,85,90,75,100,198.0,2.1,Standard,244,entei
1559,bw,Suicune,100,75,115,90,115,85,187.0,2.0,Standard,245,suicune
1560,bw,Larvitar,50,64,50,45,50,41,72.0,0.6,Standard,246,larvitar
1561,bw,Pupitar,70,84,70,65,70,51,152.0,1.2,Standard,247,pupitar
1562,bw,Tyranitar,100,134,110,95,100,61,202.0,2.0,Standard,248,tyranitar
1563,bw,Lugia,106,90,130,90,154,110,216.0,5.2,Standard,249,lugia
1564,bw,Pikachu,35,55,30,50,40,90,6.0,0.4,Standard,25,pikachu
1565,bw,Ho-Oh,106,130,90,110,154,90,199.0,3.8,Standard,250,ho-oh
1566,bw,Celebi,100,100,100,100,100,100,5.0,0.6,Standard,251,celebi
1567,bw,Treecko,40,45,35,65,55,70,5.0,0.5,Standard,252,treecko
1568,bw,Grovyle,50,65,45,85,65,95,21.6,0.9,Standard,253,grovyle
1569,bw,Sceptile,70,85,65,105,85,120,52.2,1.7,Standard,254,sceptile
1570,bw,Torchic,45,60,40,70,50,45,2.5,0.4,Standard,255,torchic
1571,bw,Combusken,60,85,60,85,60,55,19.5,0.9,Standard,256,combusken
1572,bw,Blaziken,80,120,70,110,70,80,52.0,1.9,Standard,257,blaziken
1573,bw,Mudkip,50,70,50,50,50,40,7.6,0.4,Standard,258,mudkip
1574,bw,Marshtomp,70,85,70,60,70,50,28.0,0.7,Standard,259,marshtomp
1575,bw,Raichu,60,90,55,90,80,100,30.0,0.8,Standard,26,raichu
1576,bw,Swampert,100,110,90,85,90,60,81.9,1.5,Standard,260,swampert
1577,bw,Poochyena,35,55,35,30,30,35,13.6,0.5,Standard,261,poochyena
1578,bw,Mightyena,70,90,70,60,60,70,37.0,1.0,Standard,262,mightyena
1579,bw,Zigzagoon,38,30,41,30,41,60,17.5,0.4,Standard,263,zigzagoon
1580,bw,Linoone,78,70,61,50,61,100,32.5,0.5,Standard,264,linoone
1581,bw,Wurmple,45,45,35,20,30,20,3.6,0.3,Standard,265,wurmple
1582,bw,Silcoon,50,35,55,25,25,15,10.0,0.6,Standard,266,silcoon
1583,bw,Beautifly,60,70,50,90,50,65,28.4,1.0,Standard,267,beautifly
1584,bw,Cascoon,50,35,55,25,25,15,11.5,0.7,Standard,268,cascoon
1585,bw,Dustox,60,50,70,50,90,65,31.6,1.2,Standard,269,dustox
1586,bw,Sandshrew,50,75,85,20,30,40,12.0,0.6,Standard,27,sandshrew
1587,bw,Lotad,40,30,30,40,50,30,2.6,0.5,Standard,270,lotad
1588,bw,Lombre,60,50,50,60,70,50,32.5,1.2,Standard,271,lombre
1589,bw,Ludicolo,80,70,70,90,100,70,55.0,1.5,Standard,272,ludicolo
1590,bw,Seedot,40,40,50,30,30,30,4.0,0.5,Standard,273,seedot
1591,bw,Nuzleaf,70,70,40,60,40,60,28.0,1.0,Standard,274,nuzleaf
1592,bw,Shiftry,90,100,60,90,60,80,59.6,1.3,Standard,275,shiftry
1593,bw,Taillow,40,55,30,30,30,85,2.3,0.3,Standard,276,taillow
1594,bw,Swellow,60,85,60,50,50,125,19.8,0.7,Standard,277,swellow
1595,bw,Wingull,40,30,30,55,30,85,9.5,0.6,Standard,278,wingull
1596,bw,Pelipper,60,50,100,85,70,65,28.0,1.2,Standard,279,pelipper
1597,bw,Sandslash,75,100,110,45,55,65,29.5,1.0,Standard,28,sandslash
1598,bw,Ralts,28,25,25,45,35,40,6.6,0.4,Standard,280,ralts
1599,bw,Kirlia,38,35,35,65,55,50,20.2,0.8,Standard,281,kirlia
1600,bw,Gardevoir,68,65,65,125,115,80,48.4,1.6,Standard,282,gardevoir
1601,bw,Surskit,40,30,32,50,52,65,1.7,0.5,Standard,283,surskit
1602,bw,Masquerain,70,60,62,80,82,60,3.6,0.8,Standard,284,masquerain
1603,bw,Shroomish,60,40,60,40,60,35,4.5,0.4,Standard,285,shroomish
1604,bw,Breloom,60,130,80,60,60,70,39.2,1.2,Standard,286,breloom
1605,bw,Slakoth,60,60,60,35,35,30,24.0,0.8,Standard,287,slakoth
1606,bw,Vigoroth,80,80,80,55,55,90,46.5,1.4,Standard,288,vigoroth
1607,bw,Slaking,150,160,100,95,65,100,130.5,2.0,Standard,289,slaking
1608,bw,Nidoran-F,55,47,52,40,40,41,7.0,0.4,Standard,29,nidoran-f
1609,bw,Nincada,31,45,90,30,30,40,5.5,0.5,Standard,290,nincada
1610,bw,Ninjask,61,90,45,50,50,160,12.0,0.8,Standard,291,ninjask
1611,bw,Shedinja,1,90,45,30,30,40,1.2,0.8,Standard,292,shedinja
1612,bw,Whismur,64,51,23,51,23,28,16.3,0.6,Standard,293,whismur
1613,bw,Loudred,84,71,43,71,43,48,40.5,1.0,Standard,294,loudred
1614,bw,Exploud,104,91,63,91,63,68,84.0,1.5,Standard,295,exploud
1615,bw,Makuhita,72,60,30,20,30,25,86.4,1.0,Standard,296,makuhita
1616,bw,Hariyama,144,120,60,40,60,50,253.8,2.3,Standard,297,hariyama
1617,bw,Azurill,50,20,40,20,40,20,2.0,0.2,Standard,298,azurill
1618,bw,Nosepass,30,45,135,45,90,30,97.0,1.0,Standard,299,nosepass
1619,bw,Venusaur,80,82,83,100,100,80,100.0,2.0,Standard,3,venusaur
1620,bw,Nidorina,70,62,67,55,55,56,20.0,0.8,Standard,30,nidorina
1621,bw,Skitty,50,45,45,35,35,50,11.0,0.6,Standard,300,skitty
1622,bw,Delcatty,70,65,65,55,55,70,32.6,1.1,Standard,301,delcatty
1623,bw,Sableye,50,75,75,65,65,50,11.0,0.5,Standard,302,sableye
1624,bw,Mawile,50,85,85,55,55,50,11.5,0.6,Standard,303,mawile
1625,bw,Aron,50,70,100,40,40,30,60.0,0.4,Standard,304,aron
1626,bw,Lairon,60,90,140,50,50,40,120.0,0.9,Standard,305,lairon
1627,bw,Aggron,70,110,180,60,60,50,360.0,2.1,Standard,306,aggron
1628,bw,Meditite,30,40,55,40,55,60,11.2,0.6,Standard,307,meditite
1629,bw,Medicham,60,60,75,60,75,80,31.5,1.3,Standard,308,medicham
1630,bw,Electrike,40,45,40,65,40,65,15.2,0.6,Standard,309,electrike
1631,bw,Nidoqueen,90,82,87,75,85,76,60.0,1.3,Standard,31,nidoqueen
1632,bw,Manectric,70,75,60,105,60,105,40.2,1.5,Standard,310,manectric
1633,bw,Plusle,60,50,40,85,75,95,4.2,0.4,Standard,311,plusle
1634,bw,Minun,60,40,50,75,85,95,4.2,0.4,Standard,312,minun
1635,bw,Volbeat,65,73,55,47,75,85,17.7,0.7,Standard,313,volbeat
1636,bw,Illumise,65,47,55,73,75,85,17.7,0.6,Standard,314,illumise
1637,bw,Roselia,50,60,45,100,80,65,2.0,0.3,Standard,315,roselia
1638,bw,Gulpin,70,43,53,43,53,40,10.3,0.4,Standard,316,gulpin
1639,bw,Swalot,100,73,83,73,83,55,80.0,1.7,Standard,317,swalot
1640,bw,Carvanha,45,90,20,65,20,65,20.8,0.8,Standard,318,carvanha
1641,bw,Sharpedo,70,120,40,95,40,95,88.8,1.8,Standard,319,sharpedo
1642,bw,Nidoran-M,46,57,40,40,40,50,9.0,0.5,Standard,32,nidoran-m
1643,bw,Wailmer,130,70,35,70,35,60,130.0,2.0,Standard,320,wailmer
1644,bw,Wailord,170,90,45,90,45,60,398.0,14.5,Standard,321,wailord
1645,bw,Numel,60,60,40,65,45,35,24.0,0.7,Standard,322,numel
1646,bw,Camerupt,70,100,70,105,75,40,220.0,1.9,Standard,323,camerupt
1647,bw,Torkoal,70,85,140,85,70,20,80.4,0.5,Standard,324,torkoal
