id,pokemon_id,types
1640,1140,Psychic
1641,1141,Grass
1642,1142,Grass
1643,1143,Grass
1644,1143,Ground
1645,1144,Normal
1646,1145,Fire
1647,1146,Fire
1648,1146,Fighting
1649,1147,Fire
1650,1147,Fighting
1651,1148,Water
1652,1149,Water
1653,1150,Water
1654,1150,Steel
1655,1151,Normal
1656,1151,Flying
1657,1152,Normal
1658,1152,Flying
1659,1153,Normal
1660,1153,Flying
1661,1154,Normal
1662,1155,Fire
1663,1156,Normal
1664,1157,Normal
1665,1157,Water
1666,1158,Bug
1667,1159,Bug
1668,1160,Electric
1669,1161,Electric
1670,1162,Electric
1671,1163,Grass
1672,1163,Poison
1673,1164,Grass
1674,1164,Poison
1675,1165,Rock
1676,1166,Rock
1677,1167,Poison
1678,1167,Flying
1679,1168,Rock
1680,1168,Steel
1681,1169,Rock
1682,1169,Steel
1683,1170,Bug
1684,1171,Bug
1685,1171,Grass
1686,1172,Bug
1687,1172,Ground
1688,1173,Bug
1689,1173,Steel
1690,1174,Bug
1691,1174,Flying
1692,1175,Bug
1693,1175,Flying
1694,1176,Bug
1695,1176,Flying
1696,1177,Electric
1697,1178,Water
1698,1179,Water
1699,1180,Poison
1700,1180,Flying
1701,1181,Grass
1702,1182,Grass
1703,1183,Water
1704,1184,Water
1705,1184,Ground
1706,1185,Normal
1707,1186,Ghost
1708,1186,Flying
1709,1187,Ghost
1710,1187,Flying
1711,1188,Normal
1712,1189,Normal
1713,1190,Ghost
1714,1191,Grass
1715,1191,Poison
1716,1192,Dark
1717,1192,Flying
1718,1193,Normal
1719,1194,Normal
1720,1195,Psychic
1721,1196,Poison
1722,1196,Dark
1723,1197,Poison
1724,1197,Dark
1725,1198,Steel
1726,1198,Psychic
1727,1199,Steel
1728,1199,Psychic
1729,1200,Rock
1730,1201,Psychic
1731,1202,Grass
1732,1202,Poison
1733,1203,Normal
1734,1204,Normal
1735,1204,Flying
1736,1205,Ghost
1737,1205,Dark
1738,1206,Dragon
1739,1206,Ground
1740,1207,Dragon
1741,1207,Ground
1742,1208,Dragon
1743,1208,Ground
1744,1209,Normal
1745,1210,Fighting
1746,1211,Fighting
1747,1211,Steel
1748,1212,Ground
1749,1213,Grass
1750,1213,Poison
1751,1214,Ground
1752,1215,Poison
1753,1215,Bug
1754,1216,Poison
1755,1216,Dark
1756,1217,Poison
1757,1217,Fighting
1758,1218,Poison
1759,1218,Fighting
1760,1219,Grass
1761,1220,Water
1762,1221,Water
1763,1222,Water
1764,1222,Flying
1765,1223,Grass
1766,1223,Ice
1767,1224,Bug
1768,1224,Grass
1769,1225,Grass
1770,1225,Ice
1771,1226,Dark
1772,1226,Ice
1773,1227,Electric
1774,1227,Steel
1775,1228,Normal
1776,1229,Ground
1777,1229,Rock
1778,1230,Grass
1779,1231,Electric
1780,1232,Fire
1781,1233,Normal
1782,1233,Flying
1783,1234,Bug
1784,1234,Flying
1785,1235,Bug
1786,1235,Grass
1787,1236,Grass
1788,1237,Ice
1789,1238,Ground
1790,1238,Flying
1791,1239,Ice
1792,1239,Ground
1793,1240,Normal
1794,1241,Psychic
1795,1241,Fighting
1796,1242,Rock
1797,1242,Steel
1798,1243,Ghost
1799,1244,Ice
1800,1244,Ghost
1801,1245,Electric
1802,1245,Ghost
1803,1246,Electric
1804,1246,Ghost
1805,1247,Electric
1806,1247,Ghost
1807,1248,Electric
1808,1248,Ghost
1809,1249,Electric
1810,1249,Ghost
1811,1250,Electric
1812,1250,Ghost
1813,1251,Bug
1814,1251,Poison
1815,1252,Psychic
1816,1253,Psychic
1817,1254,Psychic
1818,1255,Steel
1819,1255,Dragon
1820,1256,Water
1821,1256,Dragon
1822,1257,Fire
1823,1257,Steel
1824,1258,Normal
1825,1259,Ghost
1826,1259,Dragon
1827,1260,Ghost
1828,1260,Dragon
1829,1261,Psychic
1830,1262,Water
1831,1263,Bug
1832,1263,Poison
1833,1264,Water
1834,1265,Dark
1835,1266,Grass
1836,1267,Grass
1837,1267,Flying
1838,1268,Normal
1839,1269,Bug
1840,1270,Dark
1841,1271,Dragon
1842,1272,Electric
1843,1273,Fighting
1844,1274,Fire
1845,1275,Flying
1846,1276,Ghost
1847,1277,Grass
1848,1278,Ground
1849,1279,Ice
1850,1280,Poison
1851,1281,Psychic
1852,1282,Rock
1853,1283,Steel
1854,1284,Water
1855,1285,Fire
1856,1286,Ground
1857,1287,Ground
1858,1288,Normal
1859,1289,Normal
1860,1290,Water
1861,1291,Water
1862,1292,Fighting
1863,1293,Fighting
1864,1294,Fire
1865,1295,Fire
1866,1296,Fire
1867,1296,Flying
1868,1297,Water
1869,1298,Water
1870,1299,Water
1871,1299,Fighting
1872,1300,Psychic
1873,1301,Psychic
1874,1302,Psychic
1875,1303,Fighting
1876,1304,Fighting
1877,1305,Fighting
1878,1306,Grass
1879,1306,Poison
1880,1307,Water
1881,1308,Grass
1882,1308,Poison
1883,1309,Grass
1884,1309,Poison
1885,1310,Water
1886,1310,Poison
1887,1311,Water
1888,1311,Poison
1889,1312,Rock
1890,1312,Ground
1891,1313,Rock
1892,1313,Ground
1893,1314,Rock
1894,1314,Ground
1895,1315,Fire
1896,1316,Fire
1897,1317,Water
1898,1317,Psychic
1899,1318,Water
1900,1319,Water
1901,1319,Psychic
1902,1320,Electric
1903,1320,Steel
1904,1321,Electric
1905,1321,Steel
1906,1322,Normal
1907,1322,Flying
1908,1323,Normal
1909,1323,Flying
1910,1324,Normal
1911,1324,Flying
1912,1325,Water
1913,1326,Water
1914,1326,Ice
1915,1327,Poison
1916,1328,Poison
1917,1329,Water
1918,1330,Water
1919,1331,Water
1920,1331,Ice
1921,1332,Ghost
1922,1332,Poison
1923,1333,Ghost
1924,1333,Poison
1925,1334,Ghost
1926,1334,Poison
1927,1335,Rock
1928,1335,Ground
1929,1336,Psychic
1930,1337,Psychic
1931,1338,Water
1932,1339,Water
1933,1340,Fire
1934,1341,Ice
1935,1342,Water
1936,1343,Grass
1937,1344,Ice
1938,1344,Bug
1939,1345,Rock
1940,1346,Rock
1941,1347,Water
1942,1347,Fighting
1943,1348,Water
1944,1348,Fighting
1945,1349,Ghost
1946,1349,Steel
1947,1350,Electric
1948,1350,Dragon
1949,1351,Ground
1950,1351,Dark
1951,1352,Electric
1952,1352,Water
1953,1353,Normal
1954,1353,Dark
1955,1354,Fighting
1956,1354,Dark
1957,1355,Ice
1958,1355,Bug
1959,1356,Normal
1960,1356,Fighting
1961,1357,Flying
1962,1357,Fighting
1963,1358,Grass
1964,1358,Ghost
1965,1359,Grass
1966,1359,Ghost
1967,1360,Fire
1968,1360,Poison
1969,1361,Bug
1970,1361,Psychic
1971,1362,Bug
1972,1362,Psychic
1973,1363,Bug
1974,1363,Psychic
1975,1364,Dark
1976,1364,Grass
1977,1365,Dark
1978,1365,Grass
1979,1366,Ghost
1980,1366,Fighting
1981,1367,Steel
1982,1367,Flying
1983,1368,Steel
1984,1368,Flying
1985,1369,Fire
1986,1369,Grass
1987,1370,Fire
1988,1370,Grass
1989,1371,Normal
1990,1372,Flying
1991,1372,Electric
1992,1373,Psychic
1993,1373,Electric
1994,1374,Psychic
1995,1374,Electric
1996,1375,Dark
1997,1375,Psychic
1998,1376,Steel
1999,1377,Steel
2000,1377,Electric
2001,1378,Steel
2002,1379,Normal
2003,1380,Normal
2004,1381,Dark
2005,1382,Steel
2006,1382,Normal
2007,1383,Steel
2008,1383,Normal
2009,1384,Dark
2010,1384,Ghost
2011,1385,Grass
2012,1386,Fire
2013,1387,Fighting
2014,1388,Fire
2015,1388,Grass
2016,1389,Ghost
2017,1390,Electric
2018,1391,Electric
2019,1391,Dragon
2020,1392,Ground
2021,1393,Electric
2022,1393,Water
2023,1394,Poison
2024,1394,Flying
2025,1395,Poison
2026,1395,Ground
2027,1396,Rock
2028,1397,Grass
2029,1397,Poison
2030,1398,Bug
2031,1399,Electric
2032,1400,Electric
2033,1401,Grass
2034,1401,Psychic
2035,1402,Grass
2036,1402,Psychic
2037,1403,Ground
2038,1404,Ground
2039,1405,Fighting
2040,1406,Fighting
2041,1407,Normal
2042,1408,Poison
2043,1409,Bug
2044,1410,Poison
2045,1411,Ground
2046,1411,Rock
2047,1412,Ground
2048,1412,Rock
2049,1413,Normal
2050,1414,Grass
2051,1415,Normal
2052,1416,Water
2053,1417,Water
2054,1418,Water
2055,1419,Water
2056,1420,Bug
2057,1420,Flying
2058,1421,Water
2059,1422,Water
2060,1422,Psychic
2061,1423,Psychic
2062,1424,Bug
2063,1424,Flying
2064,1425,Ice
2065,1425,Psychic
2066,1426,Electric
2067,1427,Fire
2068,1428,Bug
2069,1429,Normal
2070,1430,Water
2071,1431,Bug
2072,1431,Poison
2073,1432,Water
2074,1432,Flying
2075,1433,Water
2076,1433,Ice
2077,1434,Normal
2078,1435,Normal
2079,1436,Water
2080,1437,Electric
2081,1438,Fire
2082,1439,Normal
2083,1440,Rock
2084,1440,Water
2085,1441,Rock
2086,1441,Water
2087,1442,Bug
2088,1442,Poison
2089,1443,Rock
2090,1443,Water
2091,1444,Rock
2092,1444,Water
2093,1445,Rock
2094,1445,Flying
2095,1446,Normal
2096,1447,Ice
2097,1447,Flying
2098,1448,Electric
2099,1448,Flying
2100,1449,Fire
2101,1449,Flying
2102,1450,Dragon
2103,1451,Dragon
2104,1452,Dragon
2105,1452,Flying
2106,1453,Bug
2107,1453,Poison
2108,1454,Psychic
2109,1455,Psychic
2110,1456,Grass
2111,1457,Grass
2112,1458,Grass
2113,1459,Fire
2114,1460,Fire
2115,1461,Fire
2116,1462,Water
2117,1463,Water
2118,1464,Normal
2119,1464,Flying
2120,1465,Water
2121,1466,Normal
2122,1467,Normal
2123,1468,Normal
2124,1468,Flying
2125,1469,Normal
2126,1469,Flying
2127,1470,Bug
2128,1470,Flying
2129,1471,Bug
2130,1471,Flying
2131,1472,Bug
2132,1472,Poison
2133,1473,Bug
2134,1473,Poison
2135,1474,Poison
2136,1474,Flying
2137,1475,Normal
2138,1475,Flying
2139,1476,Water
2140,1476,Electric
2141,1477,Water
2142,1477,Electric
2143,1478,Electric
2144,1479,Normal
2145,1480,Normal
2146,1481,Normal
2147,1482,Normal
2148,1482,Flying
2149,1483,Psychic
2150,1483,Flying
2151,1484,Psychic
2152,1484,Flying
2153,1485,Electric
2154,1486,Normal
2155,1486,Flying
2156,1487,Electric
2157,1488,Electric
2158,1489,Grass
2159,1490,Water
2160,1491,Water
2161,1492,Rock
2162,1493,Water
2163,1494,Grass
2164,1494,Flying
2165,1495,Grass
2166,1495,Flying
2167,1496,Grass
2168,1496,Flying
2169,1497,Normal
2170,1498,Normal
2171,1499,Grass
2172,1500,Grass
2173,1501,Bug
2174,1501,Flying
2175,1502,Water
2176,1502,Ground
2177,1503,Water
2178,1503,Ground
2179,1504,Psychic
2180,1505,Dark
2181,1506,Dark
2182,1506,Flying
2183,1507,Water
2184,1507,Psychic
2185,1508,Grass
2186,1508,Poison
2187,1509,Normal
2188,1510,Ghost
2189,1511,Psychic
2190,1512,Psychic
2191,1513,Normal
2192,1513,Psychic
2193,1514,Bug
2194,1515,Bug
2195,1515,Steel
2196,1516,Normal
2197,1517,Ground
2198,1517,Flying
2199,1518,Steel
2200,1518,Ground
2201,1519,Normal
2202,1520,Normal
2203,1520,Flying
2204,1521,Normal
2205,1522,Water
2206,1522,Poison
2207,1523,Bug
2208,1523,Steel
2209,1524,Bug
2210,1524,Rock
2211,1525,Bug
2212,1525,Fighting
2213,1526,Dark
2214,1526,Ice
2215,1527,Normal
2216,1528,Normal
2217,1529,Fire
2218,1530,Fire
2219,1530,Rock
2220,1531,Normal
2221,1531,Flying
2222,1532,Ice
2223,1532,Ground
2224,1533,Ice
2225,1533,Ground
2226,1534,Water
2227,1534,Rock
2228,1535,Water
2229,1536,Water
2230,1537,Ice
2231,1537,Flying
2232,1538,Water
2233,1538,Flying
2234,1539,Steel
2235,1539,Flying
2236,1540,Dark
2237,1540,Fire
2238,1541,Dark
2239,1541,Fire
2240,1542,Poison
2241,1543,Water
2242,1543,Dragon
2243,1544,Ground
2244,1545,Ground
2245,1546,Normal
2246,1547,Normal
2247,1548,Normal
2248,1549,Fighting
2249,1550,Fighting
2250,1551,Ice
2251,1551,Psychic
2252,1552,Electric
2253,1553,Poison
2254,1554,Fire
2255,1555,Normal
2256,1556,Normal
2257,1557,Electric
2258,1558,Fire
2259,1559,Water
2260,1560,Rock
2261,1560,Ground
2262,1561,Rock
2263,1561,Ground
2264,1562,Rock
2265,1562,Dark
2266,1563,Psychic
2267,1563,Flying
2268,1564,Electric
2269,1565,Fire
2270,1565,Flying
2271,1566,Psychic
2272,1566,Grass
2273,1567,Grass
2274,1568,Grass
2275,1569,Grass
2276,1570,Fire
2277,1571,Fire
2278,1571,Fighting
2279,1572,Fire
2280,1572,Fighting
2281,1573,Water
2282,1574,Water
2283,1574,Ground
2284,1575,Electric
2285,1576,Water
2286,1576,Ground
2287,1577,Dark
2288,1578,Dark
2289,1579,Normal
2290,1580,Normal
2291,1581,Bug
2292,1582,Bug
2293,1583,Bug
2294,1583,Flying
2295,1584,Bug
2296,1585,Bug
2297,1585,Poison
2298,1586,Ground
2299,1587,Water
2300,1587,Grass
2301,1588,Water
2302,1588,Grass
2303,1589,Water
2304,1589,Grass
2305,1590,Grass
2306,1591,Grass
2307,1591,Dark
2308,1592,Grass
2309,1592,Dark
2310,1593,Normal
2311,1593,Flying
2312,1594,Normal
2313,1594,Flying
2314,1595,Water
2315,1595,Flying
2316,1596,Water
2317,1596,Flying
2318,1597,Ground
2319,1598,Psychic
2320,1599,Psychic
2321,1600,Psychic
2322,1601,Bug
2323,1601,Water
2324,1602,Bug
2325,1602,Flying
2326,1603,Grass
2327,1604,Grass
2328,1604,Fighting
2329,1605,Normal
2330,1606,Normal
2331,1607,Normal
2332,1608,Poison
2333,1609,Bug
2334,1609,Ground
2335,1610,Bug
2336,1610,Flying
2337,1611,Bug
2338,1611,Ghost
2339,1612,Normal
2340,1613,Normal
2341,1614,Normal
2342,1615,Fighting
2343,1616,Fighting
2344,1617,Normal
2345,1618,Rock
2346,1619,Grass
2347,1619,Poison
2348,1620,Poison
2349,1621,Normal
2350,1622,Normal
2351,1623,Dark
2352,1623,Ghost
2353,1624,Steel
2354,1625,Steel
2355,1625,Rock
2356,1626,Steel
2357,1626,Rock
2358,1627,Steel
2359,1627,Rock
2360,1628,Fighting
2361,1628,Psychic
2362,1629,Fighting
2363,1629,Psychic
2364,1630,Electric
2365,1631,Poison
2366,1631,Ground
2367,1632,Electric
2368,1633,Electric
2369,1634,Electric
2370,1635,Bug
2371,1636,Bug
2372,1637,Grass
2373,1637,Poison
2374,1638,Poison
2375,1639,Poison
2376,1640,Water
2377,1640,Dark
2378,1641,Water
2379,1641,Dark
2380,1642,Poison
2381,1643,Water
2382,1644,Water
2383,1645,Fire
2384,1645,Ground
2385,1646,Fire
2386,1646,Ground
2387,1647,Fire
2388,1648,Psychic
2389,1649,Psychic
2390,1650,Normal
2391,1651,Ground
2392,1652,Ground
2393,1652,Dragon
2394,1653,Poison
2395,1654,Ground
2396,1654,Dragon
2397,1655,Grass
2398,1656,Grass
2399,1656,Dark
2400,1657,Normal
2401,1657,Flying
2402,1658,Dragon
2403,1658,Flying
2404,1659,Normal
2405,1660,Poison
2406,1661,Rock
2407,1661,Psychic
2408,1662,Rock
2409,1662,Psychic
2410,1663,Water
2411,1663,Ground
2412,1664,Poison
2413,1664,Ground
2414,1665,Water
2415,1665,Ground
2416,1666,Water
2417,1667,Water
2418,1667,Dark
2419,1668,Ground
2420,1668,Psychic
2421,1669,Ground
2422,1669,Psychic
2423,1670,Rock
2424,1670,Grass
2425,1671,Rock
2426,1671,Grass
2427,1672,Rock
2428,1672,Bug
2429,1673,Rock
2430,1673,Bug
2431,1674,Water
2432,1675,Normal
2433,1676,Water
2434,1677,Normal
2435,1678,Normal
2436,1679,Ghost
2437,1680,Ghost
2438,1681,Ghost
2439,1682,Ghost
2440,1683,Grass
2441,1683,Flying
2442,1684,Psychic
2443,1685,Dark
2444,1686,Normal
2445,1687,Psychic
2446,1688,Ice
2447,1689,Ice
2448,1690,Ice
2449,1690,Water
2450,1691,Ice
2451,1691,Water
2452,1692,Ice
2453,1692,Water
2454,1693,Water
2455,1694,Water
2456,1695,Water
2457,1696,Water
2458,1696,Rock
2459,1697,Fire
2460,1698,Water
2461,1699,Dragon
2462,1700,Dragon
2463,1701,Dragon
2464,1701,Flying
2465,1702,Steel
2466,1702,Psychic
2467,1703,Steel
2468,1703,Psychic
2469,1704,Steel
2470,1704,Psychic
2471,1705,Rock
2472,1706,Ice
2473,1707,Steel
2474,1708,Fire
2475,1709,Dragon
2476,1709,Psychic
2477,1710,Dragon
2478,1710,Psychic
2479,1711,Water
2480,1712,Ground
2481,1713,Dragon
2482,1713,Flying
2483,1714,Steel
2484,1714,Psychic
2485,1715,Psychic
2486,1716,Psychic
2487,1717,Psychic
2488,1718,Psychic
2489,1719,Grass
2490,1720,Grass
2491,1721,Grass
2492,1721,Ground
2493,1722,Normal
2494,1723,Fire
2495,1724,Fire
2496,1724,Fighting
2497,1725,Fire
2498,1725,Fighting
2499,1726,Water
2500,1727,Water
2501,1728,Water
2502,1728,Steel
2503,1729,Normal
2504,1729,Flying
2505,1730,Normal
2506,1730,Flying
2507,1731,Normal
2508,1731,Flying
2509,1732,Normal
2510,1733,Fire
2511,1734,Normal
2512,1735,Normal
2513,1735,Water
2514,1736,Bug
2515,1737,Bug
2516,1738,Electric
2517,1739,Electric
2518,1740,Electric
2519,1741,Grass
2520,1741,Poison
2521,1742,Grass
2522,1742,Poison
2523,1743,Rock
2524,1744,Rock
2525,1745,Poison
2526,1745,Flying
2527,1746,Rock
2528,1746,Steel
2529,1747,Rock
2530,1747,Steel
2531,1748,Bug
2532,1749,Bug
2533,1749,Grass
2534,1750,Bug
2535,1750,Ground
2536,1751,Bug
2537,1751,Steel
2538,1752,Bug
2539,1752,Flying
2540,1753,Bug
2541,1753,Flying
2542,1754,Bug
2543,1754,Flying
2544,1755,Electric
2545,1756,Water
2546,1757,Water
2547,1758,Poison
2548,1758,Flying
2549,1759,Grass
2550,1760,Grass
2551,1761,Water
2552,1762,Water
2553,1762,Ground
2554,1763,Normal
2555,1764,Ghost
2556,1764,Flying
2557,1765,Ghost
2558,1765,Flying
2559,1766,Normal
2560,1767,Normal
2561,1768,Ghost
2562,1769,Grass
2563,1769,Poison
2564,1770,Dark
2565,1770,Flying
2566,1771,Normal
2567,1772,Normal
2568,1773,Psychic
2569,1774,Poison
2570,1774,Dark
2571,1775,Poison
2572,1775,Dark
2573,1776,Steel
2574,1776,Psychic
2575,1777,Steel
2576,1777,Psychic
2577,1778,Rock
2578,1779,Psychic
2579,1780,Grass
2580,1780,Poison
2581,1781,Normal
2582,1782,Normal
2583,1782,Flying
2584,1783,Ghost
2585,1783,Dark
2586,1784,Dragon
2587,1784,Ground
2588,1785,Dragon
2589,1785,Ground
2590,1786,Dragon
2591,1786,Ground
2592,1787,Normal
2593,1788,Fighting
2594,1789,Fighting
2595,1789,Steel
2596,1790,Ground
2597,1791,Grass
2598,1791,Poison
2599,1792,Ground
2600,1793,Poison
2601,1793,Bug
2602,1794,Poison
2603,1794,Dark
2604,1795,Poison
2605,1795,Fighting
2606,1796,Poison
2607,1796,Fighting
2608,1797,Grass
2609,1798,Water
2610,1799,Water
2611,1800,Water
2612,1800,Flying
2613,1801,Grass
2614,1801,Ice
2615,1802,Bug
2616,1802,Grass
2617,1803,Grass
2618,1803,Ice
2619,1804,Dark
2620,1804,Ice
2621,1805,Electric
2622,1805,Steel
2623,1806,Normal
2624,1807,Ground
2625,1807,Rock
2626,1808,Grass
2627,1809,Electric
2628,1810,Fire
2629,1811,Normal
2630,1811,Flying
2631,1812,Bug
2632,1812,Flying
2633,1813,Bug
2634,1813,Grass
2635,1814,Grass
2636,1815,Ice
2637,1816,Ground
2638,1816,Flying
2639,1817,Ice
2640,1817,Ground
2641,1818,Normal
2642,1819,Psychic
2643,1819,Fighting
2644,1820,Rock
2645,1820,Steel
2646,1821,Ghost
2647,1822,Ice
2648,1822,Ghost
2649,1823,Electric
2650,1823,Ghost
2651,1824,Electric
2652,1824,Flying
2653,1825,Electric
2654,1825,Ice
2655,1826,Electric
2656,1826,Fire
2657,1827,Electric
2658,1827,Grass
2659,1828,Electric
2660,1828,Water
2661,1829,Bug
2662,1829,Poison
2663,1830,Psychic
2664,1831,Psychic
2665,1832,Psychic
2666,1833,Steel
2667,1833,Dragon
2668,1834,Water
2669,1834,Dragon
2670,1835,Fire
2671,1835,Steel
2672,1836,Normal
2673,1837,Ghost
2674,1837,Dragon
2675,1838,Ghost
2676,1838,Dragon
2677,1839,Psychic
2678,1840,Water
2679,1841,Bug
2680,1841,Poison
2681,1842,Water
2682,1843,Dark
2683,1844,Grass
2684,1845,Grass
2685,1845,Flying
2686,1846,Normal
2687,1847,Bug
2688,1848,Dark
2689,1849,Dragon
2690,1850,Electric
2691,1851,Fighting
2692,1852,Fire
2693,1853,Flying
2694,1854,Ghost
2695,1855,Grass
2696,1856,Ground
2697,1857,Ice
2698,1858,Poison
2699,1859,Psychic
2700,1860,Rock
2701,1861,Steel
2702,1862,Water
2703,1863,Psychic
2704,1863,Fire
2705,1864,Grass
2706,1865,Grass
2707,1866,Grass
2708,1867,Fire
2709,1868,Fire
2710,1868,Fighting
2711,1869,Fire
2712,1870,Ground
2713,1871,Fire
2714,1871,Fighting
2715,1872,Water
2716,1873,Water
2717,1874,Water
2718,1875,Normal
2719,1876,Normal
2720,1877,Normal
2721,1878,Normal
2722,1879,Normal
2723,1880,Dark
2724,1881,Ground
2725,1882,Dark
2726,1883,Grass
2727,1884,Grass
2728,1885,Fire
2729,1886,Fire
2730,1887,Water
2731,1888,Water
2732,1889,Psychic
2733,1890,Psychic
2734,1891,Normal
2735,1891,Flying
2736,1892,Normal
2737,1893,Normal
2738,1893,Flying
2739,1894,Normal
2740,1894,Flying
2741,1895,Electric
2742,1896,Electric
2743,1897,Rock
2744,1898,Rock
2745,1899,Rock
2746,1900,Psychic
2747,1900,Flying
2748,1901,Psychic
2749,1901,Flying
2750,1902,Ground
2751,1903,Normal
2752,1904,Ground
2753,1904,Steel
2754,1905,Normal
2755,1906,Fighting
2756,1907,Fighting
2757,1908,Fighting
2758,1909,Water
2759,1910,Water
2760,1910,Ground
2761,1911,Water
2762,1911,Ground
2763,1912,Fighting
2764,1913,Fighting
2765,1914,Water
2766,1915,Bug
2767,1915,Grass
2768,1916,Bug
2769,1916,Grass
2770,1917,Bug
2771,1917,Grass
2772,1918,Bug
2773,1918,Poison
2774,1919,Bug
2775,1919,Poison
2776,1920,Bug
2777,1920,Poison
2778,1921,Grass
2779,1922,Grass
2780,1923,Grass
2781,1924,Grass
2782,1925,Water
2783,1926,Water
2784,1927,Water
2785,1928,Ground
2786,1928,Dark
2787,1929,Ground
2788,1929,Dark
2789,1930,Ground
2790,1930,Dark
2791,1931,Fire
2792,1932,Fire
2793,1933,Grass
2794,1934,Bug
2795,1934,Rock
2796,1935,Bug
2797,1935,Rock
2798,1936,Dark
2799,1936,Fighting
2800,1937,Fighting
2801,1938,Dark
2802,1938,Fighting
2803,1939,Psychic
2804,1939,Flying
2805,1940,Ghost
2806,1941,Ghost
2807,1942,Water
2808,1942,Rock
2809,1943,Water
2810,1943,Rock
2811,1944,Rock
2812,1944,Flying
2813,1945,Rock
2814,1945,Flying
2815,1946,Poison
2816,1947,Poison
2817,1948,Fighting
2818,1949,Dark
2819,1950,Dark
2820,1951,Normal
2821,1952,Normal
2822,1953,Psychic
2823,1954,Psychic
2824,1955,Psychic
2825,1956,Psychic
2826,1957,Psychic
2827,1958,Psychic
2828,1959,Fire
2829,1960,Water
2830,1960,Flying
2831,1961,Water
2832,1961,Flying
2833,1962,Ice
2834,1963,Ice
2835,1964,Ice
2836,1965,Normal
2837,1965,Grass
2838,1966,Normal
2839,1966,Grass
2840,1967,Electric
2841,1967,Flying
2842,1968,Bug
2843,1969,Bug
2844,1969,Steel
2845,1970,Fire
2846,1971,Grass
2847,1971,Poison
2848,1972,Grass
2849,1972,Poison
2850,1973,Water
2851,1973,Ghost
2852,1974,Water
2853,1974,Ghost
2854,1975,Water
2855,1976,Bug
2856,1976,Electric
2857,1977,Bug
2858,1977,Electric
2859,1978,Grass
2860,1978,Steel
2861,1979,Grass
2862,1979,Steel
2863,1980,Steel
2864,1981,Fire
2865,1981,Flying
2866,1982,Water
2867,1983,Steel
2868,1984,Steel
2869,1985,Electric
2870,1986,Electric
2871,1987,Electric
2872,1988,Psychic
2873,1989,Psychic
2874,1990,Ghost
2875,1990,Fire
2876,1991,Ghost
2877,1991,Fire
2878,1992,Ghost
2879,1992,Fire
2880,1993,Water
2881,1994,Dragon
2882,1995,Dragon
2883,1996,Dragon
2884,1997,Ice
2885,1998,Ice
2886,1999,Ice
2887,2000,Bug
2888,2001,Bug
2889,2002,Ground
2890,2002,Electric
2891,2003,Fighting
2892,2004,Water
2893,2004,Fighting
2894,2005,Fighting
2895,2006,Dragon
2896,2007,Ground
2897,2007,Ghost
2898,2008,Ground
2899,2008,Ghost
2900,2009,Dark
2901,2009,Steel
2902,2010,Dark
2903,2010,Steel
2904,2011,Normal
2905,2012,Normal
2906,2012,Flying
2907,2013,Normal
2908,2013,Flying
2909,2014,Dark
2910,2014,Flying
2911,2015,Psychic
2912,2016,Dark
2913,2016,Flying
2914,2017,Fire
2915,2018,Bug
2916,2018,Steel
2917,2019,Dark
2918,2019,Dragon
2919,2020,Dark
2920,2020,Dragon
2921,2021,Dark
2922,2021,Dragon
2923,2022,Bug
2924,2022,Fire
2925,2023,Bug
2926,2023,Fire
2927,2024,Steel
2928,2024,Fighting
2929,2025,Rock
2930,2025,Fighting
2931,2026,Psychic
2932,2027,Grass
2933,2027,Fighting
2934,2028,Flying
2935,2029,Flying
2936,2030,Electric
2937,2030,Flying
2938,2031,Electric
2939,2031,Flying
2940,2032,Dragon
2941,2032,Fire
2942,2033,Dragon
2943,2033,Electric
2944,2034,Ground
2945,2034,Flying
2946,2035,Ground
2947,2035,Flying
2948,2036,Dragon
2949,2036,Ice
2950,2037,Dragon
2951,2037,Ice
2952,2038,Dragon
2953,2038,Ice
2954,2039,Water
2955,2039,Fighting
2956,2040,Water
2957,2040,Fighting
2958,2041,Normal
2959,2041,Psychic
2960,2042,Bug
2961,2042,Steel
2962,2043,Bug
2963,2043,Steel
2964,2044,Bug
2965,2044,Steel
2966,2045,Bug
2967,2045,Steel
2968,2046,Bug
2969,2046,Steel
2970,2047,Psychic
2971,2048,Fighting
2972,2049,Fighting
2973,2050,Fighting
2974,2051,Grass
2975,2051,Poison
2976,2052,Water
2977,2053,Grass
2978,2053,Poison
2979,2054,Grass
2980,2054,Poison
2981,2055,Water
2982,2055,Poison
2983,2056,Water
2984,2056,Poison
2985,2057,Rock
2986,2057,Ground
2987,2058,Rock
2988,2058,Ground
2989,2059,Rock
2990,2059,Ground
2991,2060,Fire
2992,2061,Fire
2993,2062,Water
2994,2062,Psychic
2995,2063,Water
2996,2064,Water
2997,2064,Psychic
2998,2065,Electric
2999,2065,Steel
3000,2066,Electric
3001,2066,Steel
3002,2067,Normal
3003,2067,Flying
3004,2068,Normal
3005,2068,Flying
3006,2069,Normal
3007,2069,Flying
3008,2070,Water
3009,2071,Water
3010,2071,Ice
3011,2072,Poison
3012,2073,Poison
3013,2074,Water
3014,2075,Water
3015,2076,Water
3016,2076,Ice
3017,2077,Ghost
3018,2077,Poison
3019,2078,Ghost
3020,2078,Poison
3021,2079,Ghost
3022,2079,Poison
3023,2080,Rock
3024,2080,Ground
3025,2081,Psychic
3026,2082,Psychic
3027,2083,Water
